,Theta,Input Phase Function
95,47.5,10.107766343859248
96,48.0,16.36629847014714
97,48.5,15.028504774182007
98,49.0,13.650255093487798
99,49.5,12.147495913345168
100,50.0,13.967108148187895
101,50.5,17.624929908511092
102,51.0,18.310862938358877
103,51.5,18.837151712478207
104,52.0,15.982841319440844
105,52.5,13.781694662024439
106,53.0,16.021066256075734
107,53.5,13.76635574742266
108,54.0,16.17604255763924
109,54.5,10.87732687014918
110,55.0,16.360437781624388
111,55.5,15.17556351965018
112,56.0,13.99214646227131
113,56.5,10.182638151999836
114,57.0,12.906479326684348
115,57.5,17.76629341501776
116,58.0,16.03813434807207
117,58.5,17.32470096389139
118,59.0,17.50169693683524
119,59.5,15.355245404578442
120,60.0,16.778524316348722
121,60.5,15.69161014541769
122,61.0,16.880051790495067
123,61.5,11.973985125643011
124,62.0,14.05200409997291
125,62.5,9.415066721877196
126,63.0,14.479657970559455
127,63.5,15.6935221596042
128,64.0,14.324631163762426
129,64.5,15.275706075072227
130,65.0,15.014428582991064
131,65.5,14.590626306600551
132,66.0,11.927281654851942
133,66.5,14.063689164680131
134,67.0,12.160048680303209
135,67.5,12.870065604152606
136,68.0,12.51185002022311
137,68.5,11.928830769005339
138,69.0,7.877958709196472
139,69.5,9.666679245222635
140,70.0,10.524561512377403
141,70.5,9.72874963831679
142,71.0,8.68179851287937
143,71.5,8.899815526588808
144,72.0,6.96445049162096
145,72.5,8.938987940119034
146,73.0,8.857684664702647
147,73.5,7.9601182105349295
148,74.0,7.890963782947992
149,74.5,6.834969727061542
150,75.0,6.269763364145489
151,75.5,6.25982657356988
152,76.0,6.0409717513281525
153,76.5,4.454335251822515
154,77.0,6.70199740791372
155,77.5,7.637872997045705
156,78.0,4.133815296118556
157,78.5,4.698824567133225
158,79.0,5.267222503992558
159,79.5,4.479249266733594
160,80.0,6.117262790255951
161,80.5,4.879733623579381
162,81.0,4.061784292229202
163,81.5,4.189944733458509
164,82.0,3.918617714006245
165,82.5,4.65586064861798
166,83.0,4.569386766771654
167,83.5,3.0736722259890694
168,84.0,3.144445673335941
169,84.5,2.997917759610652
170,85.0,3.512450693248237
171,85.5,3.9211612742158723
172,86.0,3.95148918153772
173,86.5,3.3504798153096966
174,87.0,4.069773939562002
175,87.5,3.5031455529780504
176,88.0,4.556703083885742
177,88.5,4.2601187507544775
178,89.0,4.905965796469826
179,89.5,3.6468226663069894
180,90.0,4.109227893295833
181,90.5,3.384157466144302
182,91.0,4.05075794402988
183,91.5,5.80892504380204
184,92.0,4.004969025913092
185,92.5,2.8245277515908733
186,93.0,3.0780564753600443
187,93.5,4.560859475924383
188,94.0,4.445338272586787
189,94.5,4.530817555457109
190,95.0,4.75951760538971
191,95.5,3.842835332256968
192,96.0,4.350469370299062
193,96.5,4.576487977968691
194,97.0,3.928559208789566
195,97.5,5.589779643548684
196,98.0,4.566397383070199
197,98.5,3.7103629213217726
198,99.0,4.143446951301718
199,99.5,4.392681348455504
200,100.0,3.5634040458361866
201,100.5,3.862542284611961
202,101.0,4.576842512350583
203,101.5,3.465995094832426
204,102.0,4.68068186356531
205,102.5,4.752579163314297
206,103.0,3.155240216008097
207,103.5,3.846693177010323
208,104.0,3.6595753322874898
209,104.5,3.367670356130508
210,105.0,4.236231977535726
211,105.5,3.527301287868444
212,106.0,3.642087570161802
213,106.5,4.596248773791774
214,107.0,3.427735372675134
215,107.5,3.170321402333725
216,108.0,3.236967501683392
217,108.5,2.8084669075949553
218,109.0,2.8858030052172667
219,109.5,2.8485516999450176
220,110.0,3.3292115283691452
221,110.5,2.4795152792010215
222,111.0,2.9366735095242666
223,111.5,3.165478731020061
224,112.0,2.2396780731831147
225,112.5,2.4690278069799736
226,113.0,2.1730173460538387
227,113.5,1.3130865784281607
228,114.0,1.8890534492930704
229,114.5,2.353956680512929
230,115.0,2.4176441049224993
231,115.5,1.900551043392877
232,116.0,2.1624302520116454
233,116.5,2.003915663843097
234,117.0,1.6223642450599396
235,117.5,1.559803070980485
236,118.0,2.3762350223883537
237,118.5,1.8928814035356727
238,119.0,2.1604376089225963
239,119.5,1.3198732230322414
240,120.0,1.784477832762941
241,120.5,1.6952038733431156
242,121.0,1.8964327976248623
243,121.5,1.967933679866199
244,122.0,1.9018890084898197
245,122.5,2.0761650077402276
246,123.0,1.9617172110575847
247,123.5,2.25127867252955
248,124.0,2.815671715856308
249,124.5,2.4037959138316123
250,125.0,2.72050888467319
251,125.5,2.837078269673299
252,126.0,2.7672872355458584
253,126.5,2.1912592324639517
254,127.0,2.913864920065166
255,127.5,3.8979091062869475
256,128.0,3.3237860297514206
257,128.5,3.91957696350831
258,129.0,3.073685428925448
259,129.5,3.232536649774603
260,130.0,4.083252344930058
261,130.5,3.8420782429363856
262,131.0,4.466846909249119
263,131.5,5.408337972258601
264,132.0,6.095644682017343
265,132.5,4.616317281026259
266,133.0,5.476760424743193
267,133.5,5.970726367471932
268,134.0,5.499246501997305
269,134.5,4.637249134676779
270,135.0,5.423246731223733
271,135.5,4.898309175231251
272,136.0,5.917369876326378
273,136.5,5.0729793684202
274,137.0,6.7469617306172545
275,137.5,6.89257598089015
276,138.0,5.505249737307341
277,138.5,5.812679599594692
278,139.0,5.506988054030403
279,139.5,7.412788443502892
280,140.0,4.82676884555744
281,140.5,8.092206118602494
282,141.0,7.906418201567078
283,141.5,5.172725894020287
284,142.0,5.941853472963829
285,142.5,5.777226230648211
286,143.0,8.324455978824988
287,143.5,7.460867759854608
288,144.0,5.695030534807513
289,144.5,6.110088137635264
290,145.0,5.334664115083636
291,145.5,7.531825205951355
292,146.0,5.948742171274036
293,146.5,5.77641813061468
294,147.0,7.314904743715861
295,147.5,3.9820761742625606
296,148.0,5.0770349835210755
297,148.5,4.568262376128149
298,149.0,7.195720589268612
299,149.5,5.825027207123933
300,150.0,7.488649063544792
301,150.5,5.264838108755372
302,151.0,5.689725296419219
303,151.5,6.098527435447651
304,152.0,6.203511680378297
305,152.5,6.091272442171719
306,153.0,6.184695419319368
307,153.5,4.182527634072004
308,154.0,6.580704596536496
309,154.5,6.539075052867984
310,155.0,6.3657787937295005
311,155.5,4.482331865084774
312,156.0,4.569256968100627
313,156.5,5.165658580358188
314,157.0,6.56581654002043
315,157.5,5.782170221024314
316,158.0,6.849315630137479
317,158.5,6.601705383453456
318,159.0,5.940508894342974
319,159.5,5.588652148824539
320,160.0,6.160373751432737
321,160.5,4.748427331185342
322,161.0,6.912718224609957
323,161.5,6.29256349209559
324,162.0,8.273823056561714
325,162.5,5.816221438260086
326,163.0,6.782029877148258
327,163.5,6.999020499188924
328,164.0,7.833940046904295
329,164.5,8.534814357227342
330,165.0,8.224226809800248
331,165.5,8.093634179011348
332,166.0,9.100902008445946
333,166.5,9.599423960808867
334,167.0,7.819988895306538
335,167.5,7.660550640826556
336,168.0,6.478858902531363
337,168.5,7.641693779585262
338,169.0,9.94466181365999
339,169.5,8.679386301785852
340,170.0,9.51485804679947
341,170.5,9.124809562297413
342,171.0,7.373837986098877
343,171.5,9.106067983422786
344,172.0,9.558547059193073
345,172.5,13.608084998473917
346,173.0,12.137600864061028
347,173.5,10.456645437993611
348,174.0,9.451985037723238
349,174.5,10.765436021529583
350,175.0,10.567425084545231
351,175.5,13.079576138352888
352,176.0,12.52010732863435
353,176.5,11.601847437916241
354,177.0,8.987905163992384
355,177.5,13.974021610406531
356,178.0,11.479364350958978
357,178.5,9.34494365221077
358,179.0,13.135404198304284
359,179.5,7.540630211825115
360,180.0,13.271080937136265
