,Theta,Input Phase Function
232,126.0,2.427514314301759
233,126.5,2.320219761480285
234,127.0,3.507337120096581
235,127.5,3.050825617837348
236,128.0,3.1734334064941243
237,128.5,3.557363983452678
238,129.0,3.5183891970312806
239,129.5,4.100839733410329
240,130.0,3.6414622338515827
241,130.5,3.89862527995292
242,131.0,3.689260434614598
243,131.5,4.25241858292979
244,132.0,4.308914939670177
245,132.5,4.983326924816031
246,133.0,4.770157395450236
247,133.5,4.2019728425554845
248,134.0,5.309829163068651
249,134.5,5.401463752947016
250,135.0,7.066509205783193
251,135.5,4.9794894861213574
252,136.0,5.977536548053045
253,136.5,6.9858823163838535
254,137.0,6.216437875482297
255,137.5,5.507179402653305
256,138.0,6.985925249711412
257,138.5,4.7726446229779995
258,139.0,6.349218633616067
259,139.5,6.454740706194754
260,140.0,6.430416180379906
261,140.5,6.606505918527271
262,141.0,6.697049254544856
263,141.5,6.472340517903931
264,142.0,6.938231171320527
265,142.5,6.208121113859524
266,143.0,6.83691827818255
267,143.5,6.070630899484652
268,144.0,7.465660376503458
269,144.5,6.576558748294039
270,145.0,7.065051169210309
271,145.5,6.847020672176841
272,146.0,6.940723381482651
273,146.5,6.719747878501911
274,147.0,5.14726724226373
275,147.5,6.295010956284884
276,148.0,6.528908301870586
277,148.5,6.258078475692619
278,149.0,5.358886052088344
279,149.5,6.751650083648833
280,150.0,6.574501194168402
281,150.5,6.6929959147448015
282,151.0,5.3421786529342
283,151.5,5.710431341801954
284,152.0,5.698609064542875
285,152.5,5.05465776824618
286,153.0,5.845824511771129
287,153.5,5.244487962556974
288,154.0,5.907401428569975
289,154.5,5.558724148705175
290,155.0,4.35614556077786
291,155.5,5.32208418523611
292,156.0,5.658029764134849
293,156.5,6.199310429467917
294,157.0,5.771674048742692
295,157.5,6.028702161368055
296,158.0,6.285270800544772
297,158.5,5.47203652758179
298,159.0,6.2838880789468226
299,159.5,6.608393961042591
300,160.0,5.376167025756688
301,160.5,6.654167802283038
302,161.0,6.497651446627489
303,161.5,6.956868338335325
304,162.0,5.348701014388505
305,162.5,6.412926727966281
306,163.0,7.187367550256641
307,163.5,7.4819706482473265
308,164.0,6.757350362928517
309,164.5,8.133231881046775
310,165.0,7.93708774923298
311,165.5,7.818706980213832
312,166.0,6.519481137175427
313,166.5,8.962727821338515
314,167.0,8.727033936617751
315,167.5,7.387435073668041
316,168.0,8.533491618133413
317,168.5,8.6006974572473
318,169.0,8.701918478868471
319,169.5,9.278042807861302
320,170.0,9.163706993974266
