,Theta,Input Phase Function
187,93.5,4.0893779698762
188,94.0,6.0865775453423545
189,94.5,2.6983070645272695
190,95.0,3.9313078589618753
191,95.5,3.3802984007481496
192,96.0,2.5466934501184095
193,96.5,3.832032731606599
194,97.0,0.57110911185746
195,97.5,4.152228601012427
196,98.0,1.2269050181333192
197,98.5,5.4768604201144715
198,99.0,5.02460255292114
199,99.5,3.657482283500241
200,100.0,4.1919972404309025
201,100.5,5.294597129556451
202,101.0,3.4612044864319946
203,101.5,5.1662410525355655
204,102.0,7.896395094048919
205,102.5,4.476824167865268
206,103.0,6.452646116830172
207,103.5,8.537528417061836
208,104.0,1.4445024605428425
209,104.5,3.8434664109783254
210,105.0,6.170518128323576
211,105.5,2.2195179678768553
212,106.0,-0.0693905066085887
213,106.5,2.509911795848876
214,107.0,2.456744354727151
215,107.5,6.325554340096646
216,108.0,6.706253944930955
217,108.5,4.824223852447536
218,109.0,6.281587659561563
219,109.5,1.466870288679334
220,110.0,4.706987828589535
221,110.5,0.45175310034568383
222,111.0,2.186190862611963
223,111.5,-0.1906626695989786
224,112.0,-2.2725936919139835
225,112.5,0.04837609519202113
226,113.0,1.7438811126497118
227,113.5,-2.6355811531524838
228,114.0,1.4417850983349805
229,114.5,3.9489134740589336
230,115.0,1.435947473665425
231,115.5,2.382852955660427
232,116.0,3.344589651233484
233,116.5,-1.5166981825990486
234,117.0,4.166506601818021
235,117.5,0.7814429837042772
236,118.0,3.029901100690096
237,118.5,1.6330653834230295
238,119.0,7.682090950816606
239,119.5,-2.190702300079113
240,120.0,3.3724234934462465
241,120.5,3.875714560136787
242,121.0,4.9784798494542
243,121.5,3.4205399707547954
244,122.0,0.15306811206069826
245,122.5,4.7852739392247035
246,123.0,2.6438020501637087
247,123.5,0.5329629121098056
248,124.0,2.487064124971765
249,124.5,4.23548813120403
250,125.0,4.8756190792965315
251,125.5,0.546903268316119
252,126.0,5.529804438996937
253,126.5,3.1844772596201625
254,127.0,2.4427457206344103
255,127.5,-0.9562313634133148
256,128.0,3.7165868700153437
257,128.5,2.1856538525600495
258,129.0,7.173599383095116
259,129.5,2.4292737941765656
260,130.0,4.799960409950115
261,130.5,9.62640184104083
262,131.0,2.949992243675571
263,131.5,4.732891959153824
264,132.0,8.971921984149263
265,132.5,7.52237730410028
266,133.0,1.9923620905791295
267,133.5,4.293364225854531
268,134.0,-1.1951196125858292
269,134.5,2.9454880996503565
270,135.0,9.824606600320305
271,135.5,11.26419878063043
272,136.0,7.4950063953649435
273,136.5,4.592436913574646
274,137.0,6.003654194112651
275,137.5,5.9013778970857365
276,138.0,8.816454363297774
277,138.5,6.014218890802004
278,139.0,5.439744202663502
279,139.5,4.082096442589439
280,140.0,7.148429714226739
281,140.5,1.319258945219559
282,141.0,7.435669560419237
283,141.5,5.108325339309716
284,142.0,9.510906001757453
285,142.5,7.12367995051857
286,143.0,7.855381979785167
287,143.5,2.7087732917420078
288,144.0,8.501881493917931
289,144.5,4.353248087693484
290,145.0,8.666480188921716
291,145.5,4.156046621919837
292,146.0,7.839075562007501
293,146.5,9.648491990050426
294,147.0,12.440600007001319
295,147.5,7.719630116813617
296,148.0,2.4071360930537757
297,148.5,5.5752636474790025
298,149.0,4.303331923398135
299,149.5,4.941396647774151
300,150.0,6.579098434298216
301,150.5,2.3851866601090097
302,151.0,5.025182697615624
303,151.5,0.1978897333539793
304,152.0,1.1319173694925295
305,152.5,5.507252461550138
306,153.0,3.7268915996613257
307,153.5,7.916504561734385
308,154.0,6.856527342472241
309,154.5,1.5458067483016613
310,155.0,4.754611384055743
311,155.5,3.2431276625412067
312,156.0,6.844868540290002
313,156.5,9.14697606226791
314,157.0,10.53670622894126
315,157.5,12.934961029823963
316,158.0,6.328712269178489
317,158.5,4.163003591192477
318,159.0,4.092458757752745
319,159.5,4.612830470564905
320,160.0,8.3244946890236
321,160.5,7.871723371261397
322,161.0,6.368556227117042
323,161.5,7.860492189840457
324,162.0,4.11174995077954
325,162.5,8.835875021789452
326,163.0,8.408428449499398
327,163.5,5.458407680998354
328,164.0,9.171658716382652
329,164.5,8.262797030631587
330,165.0,10.235846765390601
331,165.5,11.592660626184635
332,166.0,10.956728489159243
333,166.5,10.960564127827075
334,167.0,11.72029515311975
335,167.5,12.871176031400122
336,168.0,3.2223901484708692
337,168.5,8.102142251572008
338,169.0,9.938910978909652
339,169.5,11.91251495376689
340,170.0,9.363024872115774
341,170.5,7.353239310300721
342,171.0,8.597660073714144
343,171.5,9.65070660811107
344,172.0,9.980068673388345
345,172.5,7.308323098949005
346,173.0,12.150679968917213
347,173.5,6.698808543195277
348,174.0,17.16553438005768
349,174.5,12.456435036918082
350,175.0,11.158952709753645
351,175.5,12.586786819067802
352,176.0,10.441838925548174
353,176.5,9.702083662163652
354,177.0,10.013478674430173
355,177.5,12.609101360389333
356,178.0,16.360838432454607
357,178.5,11.519514224187438
358,179.0,11.014328328515884
359,179.5,9.062425186276005
360,180.0,14.934945870240243
